text,intent
"Here's a recursive function:

```
function countDown(n) {
    if (n <= 0) {
        console.log(""Done!"");
    } else {
        console.log(n);
        countDown(n-1);
    }
}
```",chitchat_coding
"Here's a reduce:

```
from functools import reduce
numbers =
sum = reduce(lambda x, y: x + y, numbers)
print(sum)  # 10
```",chitchat_coding
"Here's a regex to match an email:

```
const pattern = /^[\w\.-]+@[\w\.-]+\.\w+$/;
if (pattern.test('user@example.com')) {
    console.log('Valid email');
}
```",chitchat_coding
"Here's a regex to match an email:

```
import re
pattern = r'^[\w\.-]+@[\w\.-]+\.\w+$'
if re.match(pattern, 'user@example.com'):
    print('Valid email')
```",chitchat_coding
"Here's a set comprehension:

```
unique = {x for x in}
```",chitchat_coding
"Here's a simple Bash script:

```
#!/bin/bash
echo ""Hello, world!""
```",chitchat_coding
"Here's a simple CRUD Flask API:

```
from flask import Flask, jsonify, request

app = Flask(__name__)
items = []

@app.route('/items', methods=['GET'])
def get_items():
    return jsonify(items)

@app.route('/items', methods=['POST'])
def create_item():
    data = request.get_json()
    items.append(data)
    return jsonify(data), 201

@app.route('/items/<int:index>', methods=['PUT'])
def update_item(index):
    data = request.get_json()
    if index < len(items):
        items[index] = data
        return jsonify(data)
    return jsonify({'error': 'Item not found'}), 404

@app.route('/items/<int:index>', methods=['DELETE'])
def delete_item(index):
    if index < len(items):
        items.pop(index)
        return jsonify({'message': 'Item deleted'})
    return jsonify({'error': 'Item not found'}), 404

if __name__ == '__main__':
    app.run(debug=True)
```",chitchat_coding
"Here's a simple Dockerfile for a Python app:

```
FROM python:3.9-slim
WORKDIR /app
COPY . .
RUN pip install -r requirements.txt
CMD [""python"", ""app.py""]
```",chitchat_coding
"Here's a simple GitHub Actions workflow:

```
name: CI/CD Pipeline
on: [push]
jobs:
  build:
    runs-on: ubuntu-latest
    steps:
      - uses: actions/checkout@v2
      - name: Install dependencies
        run: npm install
      - name: Run tests
        run: npm test
      - name: Deploy
        run: npm run deploy
```",chitchat_coding
"Here's a simple Helm chart structure:

```
my-chart/
├── Chart.yaml
├── values.yaml
└── templates/
    └── deployment.yaml
```",chitchat_coding
"Here's a simple JWT authentication example for Flask:

```
from flask import Flask, jsonify, request, make_response
import jwt
from datetime import datetime, timedelta

app = Flask(__name__)
SECRET_KEY = 'your-secret-key'

@app.route('/login', methods=['POST'])
def login():
    data = request.get_json()
    if data.get('username') == 'admin' and data.get('password') == '1234':
        token = jwt.encode({
            'user': 'admin',
            'exp': datetime.utcnow() + timedelta(minutes=30)
        }, SECRET_KEY, algorithm='HS256')
        return jsonify({'token': token})
    return jsonify({'error': 'Invalid credentials'}), 401

@app.route('/protected', methods=['GET'])
def protected():
    token = request.headers.get('Authorization')
    if not token:
        return jsonify({'error': 'Token is missing'}), 401
    try:
        data = jwt.decode(token, SECRET_KEY, algorithms=['HS256'])
        return jsonify({'message': 'Hello, ' + data['user']})
    except:
        return jsonify({'error': 'Invalid token'}), 401

if __name__ == '__main__':
    app.run(debug=True)
```",chitchat_coding
"Here's a simple Kubernetes deployment YAML:

```
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
spec:
  replicas: 3
  selector:
    matchLabels:
      app: my-app
  template:
    metadata:
      labels:
        app: my-app
    spec:
      containers:
      - name: my-app
        image: my-app:latest
        ports:
        - containerPort: 8080
```",chitchat_coding
"Here's a simple Makefile for a Python project:

```
install:
    pip install -r requirements.txt

test:
    pytest

run:
    python app.py
```",chitchat_coding
"Here's a simple Terraform script for AWS EC2:

```
resource ""aws_instance"" ""web"" {
  ami           = ""ami-0c55b159cbfafe1f0""
  instance_type = ""t2.micro""
  tags = {
    Name = ""web-server""
  }
}
```",chitchat_coding
"Here's a snapshot test in Jest:

```
test('Component renders correctly', () => {
    const component = render(<MyComponent />);
    expect(component).toMatchSnapshot();
});
```",chitchat_coding
"Here's a stack:

```
class Stack:
    def __init__(self):
        self.items = []

    def push(self, item):
        self.items.append(item)

    def pop(self):
        return self.items.pop()

    def peek(self):
        return self.items[-1] if self.items else None

    def is_empty(self):
        return len(self.items) == 0
```",chitchat_coding
"Here's a static method in Python:

```
class MathUtils:
    @staticmethod
    def add(a, b):
        return a + b

print(MathUtils.add(2, 3))  # 5
```",chitchat_coding
"Here's a subscription example:

```
const typeDefs = gql`
  type Subscription {
    messageSent: String
  }
`;

const resolvers = {
  Subscription: {
    messageSent: {
      subscribe: () => pubsub.asyncIterator(['MESSAGE_SENT'])
    }
  }
};
```",chitchat_coding
"Here's a trie:

```
class TrieNode:
    def __init__(self):
        self.children = {}
        self.is_end = False

class Trie:
    def __init__(self):
        self.root = TrieNode()

    def insert(self, word):
        node = self.root
        for char in word:
            if char not in node.children:
                node.children[char] = TrieNode()
            node = node.children[char]
        node.is_end = True

    def search(self, word):
        node = self.root
        for char in word:
            if char not in node.children:
                return False
            node = node.children[char]
        return node.is_end
```",chitchat_coding
"Here's a tuple:

```
let tuple: [string, number] = ['Alice', 30];
```",chitchat_coding
"Here's a type alias:

```
type Point = {
    x: number;
    y: number;
};
```",chitchat_coding
"Here's a type hint:

```
def greet(name: str) -> str:
    return f'Hello, {name}'
```",chitchat_coding
"Here's a union type:

```
type Status = 'success' | 'error' | 'pending';
```",chitchat_coding
"Here's an abstract class in Python:

```
from abc import ABC, abstractmethod

class Shape(ABC):
    @abstractmethod
    def area(self):
        pass

class Square(Shape):
    def __init__(self, side):
        self.side = side
    def area(self):
        return self.side * self.side

s = Square(4)
print(s.area())  # 16
```",chitchat_coding
"Here's an enum:

```
enum Color {
    Red,
    Green,
    Blue,
}
```",chitchat_coding
