text,intent
write the validator,coding_assist
fix the flaky test,coding_assist
add health check,coding_assist
implement graceful shutdown,coding_assist
write the converter,coding_assist
fix the data corruption,coding_assist
add metrics collection,coding_assist
analyze this data,data_analysis
show me the statistics,data_analysis
what are the metrics,data_analysis
count the occurrences,data_analysis
calculate the average,data_analysis
find the outliers,data_analysis
compute the percentile,data_analysis
aggregate the results,data_analysis
show trends over time,data_analysis
find the distribution,data_analysis
calculate the rate,data_analysis
what is the error rate,data_analysis
show usage patterns,data_analysis
count failures by type,data_analysis
compute throughput,data_analysis
find peak times,data_analysis
show the breakdown,data_analysis
calculate uptime,data_analysis
find correlations,data_analysis
analyze performance,data_analysis
show resource usage,data_analysis
count requests per second,data_analysis
find the bottleneck,data_analysis
compute latency stats,data_analysis
show error distribution,data_analysis
analyze traffic patterns,data_analysis
count active users,data_analysis
find top consumers,data_analysis
calculate growth rate,data_analysis
show the comparison,data_analysis
analyze response times,data_analysis
count by category,data_analysis
find the anomalies,data_analysis
compute the ratio,data_analysis
show daily stats,data_analysis
analyze the logs,data_analysis
count events per hour,data_analysis
find trends in errors,data_analysis
calculate cost per unit,data_analysis
show capacity usage,data_analysis
analyze the timeline,data_analysis
count unique values,data_analysis
find slow queries,data_analysis
compute success rate,data_analysis
show weekly comparison,data_analysis
analyze memory patterns,data_analysis
count retries by service,data_analysis
find resource hogs,data_analysis
calculate bandwidth usage,data_analysis
show the histogram,data_analysis
analyze failure modes,data_analysis
count by status code,data_analysis
find the median,data_analysis
compute variance,data_analysis
show cluster stats,data_analysis
analyze build times,data_analysis
count deployments,data_analysis
find regression points,data_analysis
calculate efficiency,data_analysis
show queue depth,data_analysis
analyze disk usage,data_analysis
count timeouts,data_analysis
find utilization gaps,data_analysis
summarize this,summarization
give me a summary,summarization
what is the gist,summarization
TLDR please,summarization
brief me on this,summarization
summarize the changes,summarization
give me the highlights,summarization
what happened in short,summarization
condense this for me,summarization
give me key points,summarization
summarize the output,summarization
what are the main takeaways,summarization
brief overview please,summarization
sum it up,summarization
give me the bottom line,summarization
summarize the discussion,summarization
what is the conclusion,summarization
recap this for me,summarization
give me the essentials,summarization
what is important here,summarization
summarize the findings,summarization
give me a quick rundown,summarization
what changed,summarization
condensed version please,summarization
give me bullet points,summarization
summarize the report,summarization
what are the key facts,summarization
brief summary please,summarization
give me the short version,summarization
what is the outcome,summarization
summarize the results,summarization
give me the digest,summarization
what is the verdict,summarization
recap the main points,summarization
give me the executive summary,summarization
summarize the conversation,summarization
what are the action items,summarization
brief me on the status,summarization
give me the overview,summarization
what is the upshot,summarization
summarize this thread,summarization
give me key findings,summarization
what is the summary,summarization
condense the discussion,summarization
give me the punch line,summarization
summarize the incident,summarization
what is the core message,summarization
brief recap please,summarization
give me a snapshot,summarization
what are the learnings,summarization
summarize the analysis,summarization
give me main conclusions,summarization
what is the TL;DR,summarization
recap the events,summarization
give me the skinny,summarization
summarize the metrics,summarization
what stood out,summarization
brief the team on this,summarization
give me the abstract,summarization
what is the net result,summarization
summarize the review,summarization
