text,intent
中秋节要上班吗,calendar_info
中秋节调休怎么安排,calendar_info
今年国庆节是几月几号,calendar_info
今年国庆节是星期几,calendar_info
今年国庆节放假吗,calendar_info
今年国庆节放几天假,calendar_info
今年国庆节调休吗,calendar_info
国庆节是不是法定节假日,calendar_info
国庆节放假吗,calendar_info
国庆节是不是休息日,calendar_info
国庆节要上班吗,calendar_info
国庆节调休怎么安排,calendar_info
今年清明节是几月几号,calendar_info
今年清明节是星期几,calendar_info
今年清明节放假吗,calendar_info
今年清明节放几天假,calendar_info
今年清明节调休吗,calendar_info
清明节是不是法定节假日,calendar_info
清明节放假吗,calendar_info
清明节是不是休息日,calendar_info
清明节要上班吗,calendar_info
清明节调休怎么安排,calendar_info
今年元宵节是几月几号,calendar_info
今年元宵节是星期几,calendar_info
今年元宵节放假吗,calendar_info
今年元宵节放几天假,calendar_info
今年元宵节调休吗,calendar_info
元宵节是不是法定节假日,calendar_info
元宵节放假吗,calendar_info
元宵节是不是休息日,calendar_info
元宵节要上班吗,calendar_info
元宵节调休怎么安排,calendar_info
今天是几号,calendar_info
今天是星期几,calendar_info
今天放假吗,calendar_info
今天会放假吗,calendar_info
今天会不会放假,calendar_info
今天是不是放假,calendar_info
今天是不是法定假日,calendar_info
今天是休息日吗,calendar_info
今天要不要上班,calendar_info
今天需要补班吗,calendar_info
明天是几号,calendar_info
明天是星期几,calendar_info
明天放假吗,calendar_info
明天会不会放假,calendar_info
明天是不是放假,calendar_info
明天是休息日吗,calendar_info
明天要不要上班,calendar_info
明天需要补班吗,calendar_info
后天是几号,calendar_info
后天是星期几,calendar_info
后天放假吗,calendar_info
后天会放假吗,calendar_info
后天会不会放假,calendar_info
后天是不是放假,calendar_info
后天是不是法定假日,calendar_info
后天是休息日吗,calendar_info
后天要不要上班,calendar_info
后天需要补班吗,calendar_info
大后天是几号,calendar_info
大后天是星期几,calendar_info
大后天放假吗,calendar_info
大后天会放假吗,calendar_info
大后天会不会放假,calendar_info
大后天是不是放假,calendar_info
大后天是不是法定假日,calendar_info
大后天是休息日吗,calendar_info
大后天要不要上班,calendar_info
大后天需要补班吗,calendar_info
本周是几号,calendar_info
本周是星期几,calendar_info
本周放假吗,calendar_info
本周会放假吗,calendar_info
本周会不会放假,calendar_info
本周是不是放假,calendar_info
本周是不是法定假日,calendar_info
本周是休息日吗,calendar_info
本周要不要上班,calendar_info
本周需要补班吗,calendar_info
下周是几号,calendar_info
下周是星期几,calendar_info
下周放假吗,calendar_info
下周会放假吗,calendar_info
下周会不会放假,calendar_info
下周是不是放假,calendar_info
下周是不是法定假日,calendar_info
下周是休息日吗,calendar_info
下周要不要上班,calendar_info
下周需要补班吗,calendar_info
下下周是几号,calendar_info
下下周是星期几,calendar_info
下下周放假吗,calendar_info
下下周会放假吗,calendar_info
下下周会不会放假,calendar_info
下下周是不是放假,calendar_info
下下周是不是法定假日,calendar_info
下下周是休息日吗,calendar_info
下下周要不要上班,calendar_info
下下周需要补班吗,calendar_info
这周末是几号,calendar_info
这周末是星期几,calendar_info
这周末会放假吗,calendar_info
这周末会不会放假,calendar_info
这周末是不是放假,calendar_info
这周末是不是法定假日,calendar_info
这周末是休息日吗,calendar_info
这周末要不要上班,calendar_info
这周末需要补班吗,calendar_info
下周末是几号,calendar_info
下周末是星期几,calendar_info
下周末放假吗,calendar_info
下周末会放假吗,calendar_info
下周末会不会放假,calendar_info
下周末是不是放假,calendar_info
下周末是不是法定假日,calendar_info
下周末是休息日吗,calendar_info
下周末要不要上班,calendar_info
下周末需要补班吗,calendar_info
周一是几号,calendar_info
周一是星期几,calendar_info
周一放假吗,calendar_info
周一会放假吗,calendar_info
周一会不会放假,calendar_info
周一是不是放假,calendar_info
周一是不是法定假日,calendar_info
周一是休息日吗,calendar_info
周一要不要上班,calendar_info
周一需要补班吗,calendar_info
周二是几号,calendar_info
周二是星期几,calendar_info
周二放假吗,calendar_info
周二会放假吗,calendar_info
周二会不会放假,calendar_info
周二是不是放假,calendar_info
周二是不是法定假日,calendar_info
周二是休息日吗,calendar_info
周二要不要上班,calendar_info
周二需要补班吗,calendar_info
周三是几号,calendar_info
周三是星期几,calendar_info
周三放假吗,calendar_info
周三会放假吗,calendar_info
周三会不会放假,calendar_info
周三是不是放假,calendar_info
周三是不是法定假日,calendar_info
周三是休息日吗,calendar_info
周三要不要上班,calendar_info
周三需要补班吗,calendar_info
周四是几号,calendar_info
周四是星期几,calendar_info
周四放假吗,calendar_info
周四会放假吗,calendar_info
周四会不会放假,calendar_info
周四是不是放假,calendar_info
周四是不是法定假日,calendar_info
周四是休息日吗,calendar_info
周四要不要上班,calendar_info
周四需要补班吗,calendar_info
周五是几号,calendar_info
周五是星期几,calendar_info
周五放假吗,calendar_info
周五会放假吗,calendar_info
周五会不会放假,calendar_info
周五是不是放假,calendar_info
周五是不是法定假日,calendar_info
周五是休息日吗,calendar_info
周五要不要上班,calendar_info
周五需要补班吗,calendar_info
周六是几号,calendar_info
周六是星期几,calendar_info
周六放假吗,calendar_info
周六会放假吗,calendar_info
周六会不会放假,calendar_info
周六是不是放假,calendar_info
周六是不是法定假日,calendar_info
周六是休息日吗,calendar_info
周六要不要上班,calendar_info
周六需要补班吗,calendar_info
周日是几号,calendar_info
周日是星期几,calendar_info
周日放假吗,calendar_info
周日会放假吗,calendar_info
周日会不会放假,calendar_info
周日是不是放假,calendar_info
周日是不是法定假日,calendar_info
周日是休息日吗,calendar_info
周日要不要上班,calendar_info
周日需要补班吗,calendar_info
明天算不算法定假日,calendar_info
明天是不是休息日,calendar_info
明天算不算休息日,calendar_info
明天放不放假,calendar_info
明天休不休息,calendar_info
下周一算不算法定假日,calendar_info
这周末算不算法定假日,calendar_info
上海明天天气怎么样,weather_info
北京今天会下雨吗,weather_info
深圳这周天气预报,weather_info
广州现在多少度,weather_info
明天会下雨吗,weather_info
今天温度多少,weather_info
后天会降温吗,weather_info
这周会有台风吗,weather_info
今天空气质量怎么样,weather_info
明天紫外线强吗,weather_info
北京明天天气怎么样,weather_info
北京后天天气怎么样,weather_info
北京这周天气预报,weather_info
北京现在多少度,weather_info
上海今天会下雨吗,weather_info
上海后天天气怎么样,weather_info
上海这周天气预报,weather_info
上海现在多少度,weather_info
广州今天会下雨吗,weather_info
广州明天天气怎么样,weather_info
广州后天天气怎么样,weather_info
广州这周天气预报,weather_info
深圳今天会下雨吗,weather_info
深圳明天天气怎么样,weather_info
深圳后天天气怎么样,weather_info
深圳现在多少度,weather_info
杭州今天会下雨吗,weather_info
杭州明天天气怎么样,weather_info
杭州后天天气怎么样,weather_info
杭州这周天气预报,weather_info
杭州现在多少度,weather_info
南京今天会下雨吗,weather_info
南京明天天气怎么样,weather_info
南京后天天气怎么样,weather_info
南京这周天气预报,weather_info
南京现在多少度,weather_info
苏州今天会下雨吗,weather_info
苏州明天天气怎么样,weather_info
苏州后天天气怎么样,weather_info
苏州这周天气预报,weather_info
苏州现在多少度,weather_info
成都今天会下雨吗,weather_info
成都明天天气怎么样,weather_info
成都后天天气怎么样,weather_info
成都这周天气预报,weather_info
成都现在多少度,weather_info
武汉今天会下雨吗,weather_info
武汉明天天气怎么样,weather_info
武汉后天天气怎么样,weather_info
武汉这周天气预报,weather_info
武汉现在多少度,weather_info
天津今天会下雨吗,weather_info
天津明天天气怎么样,weather_info
天津后天天气怎么样,weather_info
天津这周天气预报,weather_info
天津现在多少度,weather_info
重庆今天会下雨吗,weather_info
重庆明天天气怎么样,weather_info
重庆后天天气怎么样,weather_info
重庆这周天气预报,weather_info
重庆现在多少度,weather_info
西安今天会下雨吗,weather_info
西安明天天气怎么样,weather_info
西安后天天气怎么样,weather_info
西安这周天气预报,weather_info
西安现在多少度,weather_info
郑州今天会下雨吗,weather_info
郑州明天天气怎么样,weather_info
郑州后天天气怎么样,weather_info
郑州这周天气预报,weather_info
郑州现在多少度,weather_info
长沙今天会下雨吗,weather_info
长沙明天天气怎么样,weather_info
长沙后天天气怎么样,weather_info
长沙这周天气预报,weather_info
长沙现在多少度,weather_info
青岛今天会下雨吗,weather_info
青岛明天天气怎么样,weather_info
青岛后天天气怎么样,weather_info
青岛这周天气预报,weather_info
青岛现在多少度,weather_info
厦门今天会下雨吗,weather_info
厦门明天天气怎么样,weather_info
厦门后天天气怎么样,weather_info
厦门这周天气预报,weather_info
厦门现在多少度,weather_info
福州今天会下雨吗,weather_info
福州明天天气怎么样,weather_info
福州后天天气怎么样,weather_info
福州这周天气预报,weather_info
福州现在多少度,weather_info
合肥今天会下雨吗,weather_info
合肥明天天气怎么样,weather_info
合肥后天天气怎么样,weather_info
合肥这周天气预报,weather_info
合肥现在多少度,weather_info
昆明今天会下雨吗,weather_info
昆明明天天气怎么样,weather_info
昆明后天天气怎么样,weather_info
昆明这周天气预报,weather_info
昆明现在多少度,weather_info
南宁今天会下雨吗,weather_info
南宁明天天气怎么样,weather_info
南宁后天天气怎么样,weather_info
南宁这周天气预报,weather_info
南宁现在多少度,weather_info
哈尔滨今天会下雨吗,weather_info
哈尔滨明天天气怎么样,weather_info
哈尔滨后天天气怎么样,weather_info
哈尔滨这周天气预报,weather_info
哈尔滨现在多少度,weather_info
长春今天会下雨吗,weather_info
长春明天天气怎么样,weather_info
长春后天天气怎么样,weather_info
长春这周天气预报,weather_info
长春现在多少度,weather_info
沈阳今天会下雨吗,weather_info
沈阳明天天气怎么样,weather_info
沈阳后天天气怎么样,weather_info
沈阳这周天气预报,weather_info
沈阳现在多少度,weather_info
济南今天会下雨吗,weather_info
济南明天天气怎么样,weather_info
济南后天天气怎么样,weather_info
济南这周天气预报,weather_info
济南现在多少度,weather_info
宁波今天会下雨吗,weather_info
宁波明天天气怎么样,weather_info
宁波后天天气怎么样,weather_info
宁波这周天气预报,weather_info
宁波现在多少度,weather_info
无锡今天会下雨吗,weather_info
无锡明天天气怎么样,weather_info
无锡后天天气怎么样,weather_info
无锡这周天气预报,weather_info
无锡现在多少度,weather_info
东莞今天会下雨吗,weather_info
东莞明天天气怎么样,weather_info
东莞后天天气怎么样,weather_info
东莞这周天气预报,weather_info
东莞现在多少度,weather_info
佛山今天会下雨吗,weather_info
佛山明天天气怎么样,weather_info
佛山后天天气怎么样,weather_info
佛山这周天气预报,weather_info
佛山现在多少度,weather_info
明天会不会下雨,weather_info
后天会不会下雨,weather_info
这周会不会下雨,weather_info
明天会不会下雪,weather_info
后天会不会下雪,weather_info
这周会不会下雪,weather_info
明天会不会刮风,weather_info
后天会不会刮风,weather_info
这周会不会刮风,weather_info
明天会不会雷阵雨,weather_info
后天会不会雷阵雨,weather_info
这周会不会雷阵雨,weather_info
明天会不会雾霾,weather_info
后天会不会雾霾,weather_info
这周会不会雾霾,weather_info
明天会不会降温,weather_info
后天会不会降温,weather_info
这周会不会降温,weather_info
明天会不会升温,weather_info
后天会不会升温,weather_info
这周会不会升温,weather_info
明天会不会晴天,weather_info
后天会不会晴天,weather_info
这周会不会晴天,weather_info
明天会不会阴天,weather_info
后天会不会阴天,weather_info
这周会不会阴天,weather_info
明天会不会多云,weather_info
后天会不会多云,weather_info
这周会不会多云,weather_info
你好,chitchat_greeting
早上好,chitchat_greeting
晚上好,chitchat_greeting
嗨,chitchat_greeting
在吗,chitchat_greeting
哈喽,chitchat_greeting
