text,intent
分析流量,data_analysis
统计活跃用户,data_analysis
找出大户,data_analysis
计算增长率,data_analysis
对比一下,data_analysis
分析响应时间,data_analysis
按类别统计,data_analysis
找出异常点,data_analysis
计算比例,data_analysis
看看日报数据,data_analysis
分析日志,data_analysis
每小时事件数,data_analysis
看看错误趋势,data_analysis
计算单位成本,data_analysis
看看容量情况,data_analysis
分析时间线,data_analysis
统计去重后的数量,data_analysis
找出慢查询,data_analysis
计算成功率,data_analysis
看看周对比,data_analysis
分析内存使用,data_analysis
按服务统计重试,data_analysis
找出消耗大的进程,data_analysis
计算带宽,data_analysis
看看直方图,data_analysis
分析故障模式,data_analysis
按状态码分类,data_analysis
找中位数,data_analysis
计算方差,data_analysis
看看集群数据,data_analysis
分析构建耗时,data_analysis
统计部署次数,data_analysis
找性能回退点,data_analysis
计算效率,data_analysis
看看队列积压,data_analysis
分析磁盘使用,data_analysis
统计超时次数,data_analysis
找出利用率差距,data_analysis
总结一下,summarization
给我个摘要,summarization
概括一下,summarization
简单说说,summarization
说重点,summarization
总结变更内容,summarization
给我亮点,summarization
简要说一下发生了什么,summarization
浓缩一下,summarization
给我要点,summarization
总结输出结果,summarization
主要收获是什么,summarization
简要概述,summarization
归纳一下,summarization
结论是什么,summarization
总结讨论内容,summarization
最终结果是什么,summarization
帮我回顾一下,summarization
给我精华部分,summarization
哪些是重要的,summarization
总结发现,summarization
快速说一下,summarization
改了什么,summarization
精简版,summarization
列出要点,summarization
总结报告,summarization
关键事实是什么,summarization
简短总结,summarization
给我短版本,summarization
结果是什么,summarization
总结成果,summarization
给我摘要,summarization
判断是什么,summarization
回顾要点,summarization
给个执行摘要,summarization
总结对话,summarization
行动项是什么,summarization
简要说一下状态,summarization
给我概览,summarization
要义是什么,summarization
总结这个帖子,summarization
关键发现,summarization
一句话总结,summarization
浓缩讨论,summarization
核心信息是什么,summarization
简短回顾,summarization
给我快照,summarization
学到了什么,summarization
总结分析结果,summarization
主要结论,summarization
太长不看,summarization
回顾事件,summarization
总结指标,summarization
有什么突出的,summarization
给团队汇报一下,summarization
给我摘要版,summarization
最终结论是什么,summarization
总结评审内容,summarization
